no,Condition,ConditionSession,Trial,color of s1,color of s2,color of s3,color of s4,color of s5,color of s6,color of s7,color of s8,color of tg1,color of tg2,color of tg3,color of tg4,color of tg5,color of tg6,color of tg7,color of tg8,location 1,location 2,location 3,location 4,location 5,location 6,location 7,location 8,"matching setting (1=yes, 0=no)","response key (1=R, 0=L)",Correct,Response Time,
10,1,23,3,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,15,8,9,16,1,13,3,5,1,1,1,0.482,
10,1,23,4,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,15,3,9,8,5,19,2,11,0,0,1,0.559,
10,1,23,5,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,3,1,8,7,17,9,12,20,1,1,1,0.958,
10,1,23,6,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,7,20,17,12,6,4,16,19,1,1,1,0.695,
10,1,23,7,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,5,18,4,7,11,8,12,15,0,0,1,0.72,
10,1,23,8,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,5,2,17,10,7,4,3,9,0,0,1,0.719,
10,1,23,9,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,3,1,9,18,7,4,13,10,1,1,1,0.643,
10,1,23,10,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,12,10,14,8,18,19,7,2,0,0,1,0.774,
10,1,23,11,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,8,12,9,17,10,20,18,14,0,0,1,1.294,
10,1,23,12,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,6,8,1,3,20,11,16,17,0,0,1,1.181,
10,1,23,13,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,5,14,13,15,10,11,1,17,0,0,1,0.924,
10,1,23,14,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,1,4,18,11,13,7,6,10,0,0,1,0.663,
10,1,23,15,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,6,2,3,20,8,10,15,19,1,0,0,0.583,
10,1,23,16,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,20,16,6,5,3,8,9,4,0,0,1,0.641,
10,1,23,17,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,10,3,6,18,4,19,2,1,0,0,1,0.766,
10,1,23,18,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,11,2,10,3,20,12,13,18,0,0,1,0.854,
10,1,23,19,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,6,5,16,13,3,2,12,20,0,1,0,0.66,
10,1,23,20,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,17,20,8,12,9,7,15,2,1,1,1,0.755,
10,1,23,21,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,16,7,8,9,12,2,11,6,0,0,1,0.876,
10,1,23,22,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,16,6,12,1,4,11,15,19,1,1,1,1.008,
10,1,23,23,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,9,12,10,4,11,14,3,5,0,0,1,0.823,
10,1,23,24,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,10,7,14,3,9,11,15,12,1,0,0,1.046,
10,1,23,25,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,8,1,14,13,16,2,19,15,1,1,1,0.893,
10,1,23,26,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,18,13,8,4,9,7,14,16,1,1,1,0.594,
10,1,23,27,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,1,6,11,16,2,18,15,10,1,1,1,0.545,
10,1,23,28,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,13,8,19,15,14,1,20,11,1,1,1,0.576,
10,1,23,29,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,16,20,8,11,4,18,1,12,1,1,1,0.545,
10,1,23,30,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,18,9,16,6,19,5,2,14,0,0,1,0.604,
10,1,23,31,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,14,11,9,7,12,10,17,18,1,1,1,0.832,
10,1,23,32,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,8,12,7,11,13,17,9,3,1,1,1,0.526,
10,1,23,33,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,1,7,4,13,19,5,20,2,0,0,1,0.647,
10,1,23,34,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,15,16,12,1,9,5,4,19,1,1,1,0.595,
10,1,23,35,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,16,1,20,9,3,10,11,12,1,1,1,0.716,
10,1,23,36,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,2,16,11,19,14,17,1,4,0,0,1,0.651,
10,1,23,37,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,1,16,12,13,3,17,9,15,1,1,1,0.554,
10,1,23,38,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,13,8,11,10,5,19,3,20,0,0,1,0.695,
10,1,23,39,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,17,1,15,2,18,5,3,16,0,0,1,0.866,
10,1,23,40,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,5,2,15,4,13,7,17,12,0,0,1,1.077,
10,3,24,1,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,12,20,11,18,19,13,17,3,1,1,1,0.698,
10,3,24,2,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,6,1,20,12,7,4,3,9,0,0,1,0.555,
10,3,24,3,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,10,4,2,16,17,3,9,5,0,0,1,0.762,
10,3,24,4,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,17,5,10,9,13,2,7,11,1,1,1,0.599,
10,3,24,5,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,10,15,17,14,13,7,11,12,0,0,1,0.608,
10,3,24,6,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,5,14,7,2,20,12,9,19,1,0,0,0.709,
10,3,24,7,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,15,11,7,12,8,14,10,19,1,1,1,0.604,
10,3,24,8,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,15,16,9,4,3,8,14,17,0,0,1,0.594,
10,3,24,9,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,11,10,18,12,3,20,8,13,1,1,1,0.521,
10,3,24,10,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,7,2,16,18,1,9,13,6,1,1,1,0.561,
10,3,24,11,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,11,7,14,2,13,10,6,5,0,0,1,0.694,
10,3,24,12,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,15,9,18,4,12,13,11,6,1,1,1,0.636,
10,3,24,13,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,8,18,11,10,14,3,19,2,0,0,1,0.723,
10,3,24,14,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,9,20,17,7,13,12,5,18,0,0,1,0.655,
10,3,24,15,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,6,5,8,15,16,14,4,18,1,1,1,0.563,
10,3,24,16,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,7,3,1,13,9,19,11,5,0,0,1,0.596,
10,3,24,17,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,7,1,4,19,2,3,13,14,0,0,1,0.698,
10,3,24,18,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,3,11,9,19,5,12,8,18,1,1,1,0.669,
10,3,24,19,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,20,2,1,17,7,14,3,13,0,0,1,0.955,
10,3,24,20,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,7,6,16,14,9,12,15,10,0,0,1,0.785,
10,3,24,21,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,11,15,8,7,12,6,9,3,0,0,1,0.877,
10,3,24,22,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,11,12,19,10,9,5,4,20,0,1,0,0.617,
10,3,24,23,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,9,16,12,18,15,3,6,4,0,0,1,0.991,
10,3,24,24,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,2,12,15,14,5,16,9,17,0,0,1,0.728,
10,3,24,25,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,10,16,13,11,8,17,9,6,1,1,1,1.501,
10,3,24,26,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,7,20,1,4,15,14,17,5,1,1,1,0.613,
10,3,24,27,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,5,1,16,13,11,9,19,4,1,1,1,0.445,
10,3,24,28,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,1,16,11,4,13,7,2,3,1,1,1,0.491,
10,3,24,29,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,8,18,7,12,13,1,11,9,1,1,1,0.512,
10,3,24,30,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,15,3,20,6,13,19,4,8,1,1,1,0.455,
10,3,24,31,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,15,11,4,8,5,12,13,3,0,1,0,0.46,
10,3,24,32,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,1,15,14,6,11,18,13,3,0,0,1,0.503,
10,3,24,33,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,18,10,12,2,7,20,4,19,1,1,1,0.55,
10,3,24,34,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,15,17,13,11,5,10,19,9,0,0,1,0.663,
10,3,24,35,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,14,4,9,19,15,18,6,10,0,0,1,1.744,
10,3,24,36,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,13,3,15,18,2,7,17,9,1,1,1,0.805,
10,3,24,37,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,4,10,3,2,7,1,8,12,1,1,1,0.499,
10,3,24,38,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,16,19,9,3,17,10,8,1,1,1,1,0.577,
10,3,24,39,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,3,5,2,20,19,11,18,9,0,0,1,0.629,
10,3,24,40,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,3,5,11,14,10,18,20,15,1,0,0,0.72,
11,3,31,1,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,4,13,7,14,1,20,9,19,1,1,1,0.538,0.538
11,3,31,2,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,13,4,15,20,11,5,8,3,1,1,1,0.567,0.567
11,3,31,3,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,13,8,15,6,14,16,4,17,1,1,1,0.925,0.925
11,3,31,4,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,1,9,5,4,18,2,10,17,0,1,0,0.748,0.748
11,3,31,5,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,5,9,2,19,3,15,8,6,0,0,1,0.538,0.538
11,3,31,6,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,17,14,3,6,4,13,16,10,0,0,1,0.645,0.645
11,3,31,7,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,15,20,16,1,9,7,12,14,1,1,1,0.472,0.472
11,3,31,8,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,8,1,4,19,5,13,20,10,1,1,1,0.661,0.661
11,3,31,9,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,11,14,12,1,5,2,19,16,0,1,0,0.527,0.527
11,3,31,10,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,3,10,17,9,1,8,19,15,1,1,1,0.463,0.463
11,3,31,11,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,8,11,3,16,17,2,1,6,0,1,0,0.501,0.501
11,3,31,12,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,1,7,16,6,4,18,2,20,0,0,1,0.953,0.953
11,3,31,13,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,7,19,11,5,8,20,6,3,0,1,0,0.902,0.902
11,3,31,14,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,18,20,4,5,2,7,6,14,0,1,0,0.734,0.734
11,3,31,15,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,3,6,9,13,1,11,17,18,0,0,1,0.675,0.675
11,3,31,16,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,11,18,20,5,10,6,19,7,1,1,1,0.485,0.485
11,3,31,17,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,19,12,2,4,6,18,13,10,0,1,0,0.702,0.702
11,3,31,18,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,14,3,6,5,13,18,12,4,1,1,1,0.594,0.594
11,3,31,19,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,13,14,3,19,5,9,6,17,0,0,1,0.489,0.489
11,3,31,20,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,14,10,9,6,15,19,16,20,0,0,1,0.653,0.653
11,3,31,21,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,4,14,11,1,18,19,8,17,0,1,0,0.736,0.736
11,3,31,22,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,12,7,2,5,19,11,10,15,1,1,1,0.626,0.626
11,3,31,23,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,18,16,12,1,6,3,9,5,0,0,1,0.531,0.531
11,3,31,24,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,7,16,6,9,13,11,2,18,0,0,1,0.673,0.673
11,3,31,25,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,3,5,11,18,13,20,6,15,0,0,1,0.81,0.81
11,3,31,26,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,6,3,19,11,2,10,13,15,1,1,1,0.576,0.576
11,3,31,27,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,18,6,20,5,9,16,11,14,1,1,1,0.573,0.573
11,3,31,28,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,9,4,15,6,17,14,7,13,1,1,1,0.541,0.541
11,3,31,29,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,16,20,19,7,4,10,15,5,1,1,1,0.651,0.651
11,3,31,30,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,11,19,10,8,9,15,17,16,1,1,1,0.556,0.556
11,3,31,31,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,20,1,3,5,10,12,14,7,1,1,1,0.577,0.577
11,3,31,32,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,16,20,18,14,3,5,13,4,1,1,1,0.551,0.551
11,3,31,33,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,5,2,14,4,11,18,15,16,1,1,1,0.466,0.466
11,3,31,34,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,17,4,18,3,9,16,6,2,0,1,0,0.424,0.424
11,3,31,35,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,3,19,6,20,1,16,5,4,1,1,1,1.263,1.263
11,3,31,36,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,8,13,20,18,1,16,2,5,1,0,0,1.117,1.117
11,3,31,37,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,5,12,4,2,16,1,6,17,0,0,1,0.734,0.734
11,3,31,38,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,10,1,4,9,5,19,7,14,1,1,1,0.6,0.6
11,3,31,39,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,17,19,5,6,14,11,12,16,0,0,1,0.539,0.539
11,3,31,40,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,16,10,2,15,20,4,9,8,0,0,1,0.633,0.633
11,1,32,1,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,13,17,8,12,16,3,6,20,1,1,1,0.482,0.482
11,1,32,2,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,12,8,3,5,2,9,6,17,1,1,1,0.445,0.445
11,1,32,3,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,15,14,3,18,17,9,16,13,0,1,0,0.876,0.876
11,1,32,4,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,14,3,7,4,19,5,10,1,0,0,1,0.856,0.856
11,1,32,5,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,12,19,11,5,14,9,3,6,0,0,1,0.568,0.568
11,1,32,6,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,2,14,5,4,8,1,17,20,1,1,1,0.525,0.525
11,1,32,7,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,18,19,5,10,16,1,9,12,0,1,0,0.501,0.501
11,1,32,8,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,5,8,9,15,7,10,1,11,0,0,1,0.474,0.474
11,1,32,9,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,8,13,17,1,14,10,7,6,0,1,0,0.899,0.899
11,1,32,10,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,10,11,19,12,15,20,16,3,1,1,1,0.578,0.578
11,1,32,11,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,4,1,2,9,17,16,12,3,0,1,0,0.794,0.794
11,1,32,12,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,3,9,2,8,18,14,15,1,0,0,1,0.714,0.714
11,1,32,13,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,6,17,10,7,19,8,11,1,1,1,1,1.057,1.057
11,1,32,14,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,13,1,7,8,12,18,5,20,1,1,1,0.533,0.533
11,1,32,15,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,12,3,19,20,4,6,7,8,1,1,1,0.468,0.468
11,1,32,16,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,9,8,20,16,3,7,18,2,0,1,0,0.831,0.831
11,1,32,17,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,17,19,18,15,10,8,3,13,1,1,1,0.633,0.633
11,1,32,18,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,6,17,5,2,11,9,15,18,0,0,1,1.313,1.313
11,1,32,19,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,10,15,18,6,7,8,20,3,0,0,1,0.65,0.65
11,1,32,20,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,9,13,4,16,7,5,14,17,0,0,1,5.228,5.228
11,1,32,21,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,5,11,14,18,3,7,17,1,1,1,1,0.714,0.714
11,1,32,22,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,13,10,17,14,4,20,7,18,1,0,0,0.529,0.529
11,1,32,23,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,20,8,13,7,4,14,19,16,0,1,0,0.653,0.653
11,1,32,24,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,7,17,19,9,12,16,6,10,0,1,0,1.102,1.102
11,1,32,25,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,16,17,15,6,4,8,11,19,1,1,1,0.956,0.956
11,1,32,26,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,10,11,3,14,9,8,16,13,0,0,1,1.002,1.002
11,1,32,27,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,12,11,14,10,5,16,9,17,1,1,1,0.554,0.554
11,1,32,28,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,8,11,14,19,12,18,17,7,0,0,1,0.598,0.598
11,1,32,29,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,8,12,19,13,7,11,18,6,1,1,1,0.771,0.771
11,1,32,30,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,9,13,16,11,19,7,18,17,1,1,1,0.647,0.647
11,1,32,31,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,17,2,15,20,1,11,18,8,1,1,1,0.558,0.558
11,1,32,32,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,14,5,16,20,3,7,12,18,0,0,1,0.617,0.617
11,1,32,33,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,3,11,9,1,10,2,12,19,0,1,0,0.611,0.611
11,1,32,34,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,18,19,1,6,5,16,7,2,0,0,1,0.75,0.75
11,1,32,35,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,2,10,5,3,8,4,16,14,1,1,1,0.747,0.747
11,1,32,36,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,3,13,19,16,18,20,12,11,0,1,0,0.521,0.521
11,1,32,37,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,13,16,7,10,5,20,18,12,1,1,1,0.59,0.59
11,1,32,38,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,3,12,16,14,19,18,20,8,1,1,1,0.52,0.52
11,1,32,39,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,20,19,1,9,14,7,10,12,1,1,1,0.813,0.813
11,1,32,40,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,17,3,14,18,5,15,7,8,1,1,1,0.497,0.497
11,4,33,1,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,13,8,12,17,7,1,3,20,1,1,1,0.509,0.509
11,4,33,2,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,1,7,13,5,10,20,17,6,1,1,1,0.456,0.456
11,4,33,3,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,12,13,19,20,16,1,14,4,1,1,1,0.442,0.442
11,4,33,4,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,19,7,2,9,16,1,10,14,0,1,0,0.845,0.845
11,4,33,5,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,20,4,17,7,13,6,2,18,0,0,1,0.691,0.691
11,4,33,6,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,9,3,14,13,8,12,19,2,0,1,0,0.874,0.874
11,4,33,7,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,18,1,16,2,12,15,20,9,0,0,1,0.89,0.89
11,4,33,8,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,19,16,8,6,1,18,9,7,1,1,1,0.888,0.888
11,4,33,9,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,17,15,10,2,7,18,12,11,1,1,1,0.67,0.67
11,4,33,10,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,19,15,3,18,7,17,1,14,1,1,1,0.624,0.624
11,4,33,11,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,8,6,1,18,7,12,20,14,1,1,1,0.525,0.525
11,4,33,12,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,5,17,16,6,14,7,20,2,0,1,0,0.458,0.458
11,4,33,13,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,16,3,11,20,13,7,10,12,0,1,0,0.549,0.549
11,4,33,14,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,20,9,4,17,7,8,14,1,1,1,1,0.583,0.583
11,4,33,15,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,14,8,17,15,2,7,12,20,1,1,1,0.456,0.456
11,4,33,16,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,9,3,5,7,4,1,6,10,0,1,0,0.589,0.589
11,4,33,17,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,2,4,6,19,16,17,18,9,0,0,1,0.596,0.596
11,4,33,18,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,6,14,4,9,8,12,17,15,1,1,1,0.665,0.665
11,4,33,19,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,6,4,18,5,14,8,13,1,1,1,1,0.676,0.676
11,4,33,20,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,17,18,14,15,10,6,2,3,1,1,1,0.81,0.81
11,4,33,21,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,17,19,11,12,3,13,6,5,0,1,0,1.043,1.043
11,4,33,22,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,14,15,8,10,9,5,17,16,0,1,0,0.738,0.738
11,4,33,23,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,5,1,10,7,3,16,20,2,1,1,1,0.685,0.685
11,4,33,24,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,18,2,11,10,8,16,12,3,1,1,1,0.465,0.465
11,4,33,25,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,11,6,7,16,5,3,20,2,0,1,0,0.454,0.454
11,4,33,26,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,9,7,10,6,11,20,19,16,1,1,1,0.477,0.477
11,4,33,27,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,6,19,10,1,13,4,2,16,0,0,1,0.559,0.559
11,4,33,28,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,9,17,7,12,4,18,5,14,0,1,0,0.878,0.878
11,4,33,29,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,10,6,9,18,14,3,2,8,1,1,1,0.682,0.682
11,4,33,30,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,20,15,12,16,2,18,14,19,0,0,1,0.589,0.589
11,4,33,31,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,17,10,19,11,2,4,8,20,1,1,1,0.99,0.99
11,4,33,32,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,2,4,3,5,17,8,10,7,1,1,1,0.682,0.682
11,4,33,33,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,9,19,17,3,4,14,16,18,0,0,1,0.654,0.654
11,4,33,34,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,3,5,15,20,7,4,1,17,0,1,0,1.112,1.112
11,4,33,35,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,5,11,12,13,14,15,20,3,1,1,1,0.676,0.676
11,4,33,36,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,13,9,19,12,7,2,5,17,0,1,0,0.452,0.452
11,4,33,37,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,20,8,5,6,10,14,19,9,0,1,0,0.768,0.768
11,4,33,38,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,17,5,7,6,2,1,13,16,0,1,0,0.519,0.519
11,4,33,39,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,8,2,18,5,10,3,7,11,0,0,1,0.573,0.573
11,4,33,40,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,3,16,15,14,18,9,20,7,1,1,1,0.545,0.545
11,2,34,1,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,10,11,15,13,14,7,6,2,1,1,1,0.74,0.74
11,2,34,2,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,10,14,3,1,6,20,12,13,1,1,1,0.507,0.507
